name,method,amount,sample_number,path,authenticated,distance,detected_person
Teri_Hatcher,profile,psnr_30_40,4,../data/psnr/profiles/Teri_Hatcher/profile/psnr_30_40/4.jpg,False,0.4464481970056239,../data/dataset v2/all images/Candice Bergen
Teri_Hatcher,profile,psnr_30_40,2,../data/psnr/profiles/Teri_Hatcher/profile/psnr_30_40/2.jpg,True,0.2285226101718284,../data/dataset v2/all images/Angie Harmon
Teri_Hatcher,profile,psnr_30_40,3,../data/psnr/profiles/Teri_Hatcher/profile/psnr_30_40/3.jpg,True,0.2599589446543924,../data/dataset v2/all images/Teri Hatcher
Teri_Hatcher,profile,psnr_30_40,1,../data/psnr/profiles/Teri_Hatcher/profile/psnr_30_40/1.jpg,False,0.37100367270996537,../data/dataset v2/all images/Teri Hatcher
Teri_Hatcher,profile,psnr_30_40,0,../data/psnr/profiles/Teri_Hatcher/profile/psnr_30_40/0.jpg,True,0.2539994925870076,../data/dataset v2/all images/Teri Hatcher
Teri_Hatcher,profile,psnr_20_30,4,../data/psnr/profiles/Teri_Hatcher/profile/psnr_20_30/4.jpg,False,0.4684623247576938,../data/dataset v2/all images/Candice Bergen
Teri_Hatcher,profile,psnr_20_30,2,../data/psnr/profiles/Teri_Hatcher/profile/psnr_20_30/2.jpg,True,0.23301400708157594,../data/dataset v2/all images/Jennette McCurdy
Teri_Hatcher,profile,psnr_20_30,3,../data/psnr/profiles/Teri_Hatcher/profile/psnr_20_30/3.jpg,True,0.30583459481646513,../data/dataset v2/all images/Teri Hatcher
Teri_Hatcher,profile,psnr_20_30,1,../data/psnr/profiles/Teri_Hatcher/profile/psnr_20_30/1.jpg,True,0.20238907842551745,../data/dataset v2/all images/Teri Hatcher
Teri_Hatcher,profile,psnr_20_30,0,../data/psnr/profiles/Teri_Hatcher/profile/psnr_20_30/0.jpg,True,0.22109735770261485,../data/dataset v2/all images/Teri Hatcher
Teri_Hatcher,profile,psnr_50_80,4,../data/psnr/profiles/Teri_Hatcher/profile/psnr_50_80/4.jpg,True,0.02538012105427323,../data/dataset v2/all images/Teri Hatcher
Teri_Hatcher,profile,psnr_50_80,2,../data/psnr/profiles/Teri_Hatcher/profile/psnr_50_80/2.jpg,True,0.03878231585110559,../data/dataset v2/all images/Teri Hatcher
Teri_Hatcher,profile,psnr_50_80,3,../data/psnr/profiles/Teri_Hatcher/profile/psnr_50_80/3.jpg,True,0.007195027553363986,../data/dataset v2/all images/Teri Hatcher
Teri_Hatcher,profile,psnr_50_80,1,../data/psnr/profiles/Teri_Hatcher/profile/psnr_50_80/1.jpg,True,5.834349455458021e-05,../data/dataset v2/all images/Teri Hatcher
Teri_Hatcher,profile,psnr_50_80,0,../data/psnr/profiles/Teri_Hatcher/profile/psnr_50_80/0.jpg,True,0.0016256186839496145,../data/dataset v2/all images/Teri Hatcher
Teri_Hatcher,profile,psnr_40_50,4,../data/psnr/profiles/Teri_Hatcher/profile/psnr_40_50/4.jpg,True,0.16917844850901453,../data/dataset v2/all images/Teri Hatcher
Teri_Hatcher,profile,psnr_40_50,2,../data/psnr/profiles/Teri_Hatcher/profile/psnr_40_50/2.jpg,True,0.13288524806256763,../data/dataset v2/all images/Teri Hatcher
Teri_Hatcher,profile,psnr_40_50,3,../data/psnr/profiles/Teri_Hatcher/profile/psnr_40_50/3.jpg,True,0.02580994519094615,../data/dataset v2/all images/Teri Hatcher
Teri_Hatcher,profile,psnr_40_50,1,../data/psnr/profiles/Teri_Hatcher/profile/psnr_40_50/1.jpg,True,0.01802296023985761,../data/dataset v2/all images/Teri Hatcher
Teri_Hatcher,profile,psnr_40_50,0,../data/psnr/profiles/Teri_Hatcher/profile/psnr_40_50/0.jpg,True,0.04884889622005051,../data/dataset v2/all images/Teri Hatcher
Farrah_Fawcett,profile,psnr_30_40,4,../data/psnr/profiles/Farrah_Fawcett/profile/psnr_30_40/4.jpg,,,
Farrah_Fawcett,profile,psnr_30_40,2,../data/psnr/profiles/Farrah_Fawcett/profile/psnr_30_40/2.jpg,True,0.17005630842531816,../data/dataset v2/all images/Candice Bergen
Farrah_Fawcett,profile,psnr_30_40,3,../data/psnr/profiles/Farrah_Fawcett/profile/psnr_30_40/3.jpg,,,
Farrah_Fawcett,profile,psnr_30_40,1,../data/psnr/profiles/Farrah_Fawcett/profile/psnr_30_40/1.jpg,,,
Farrah_Fawcett,profile,psnr_30_40,0,../data/psnr/profiles/Farrah_Fawcett/profile/psnr_30_40/0.jpg,,,
Farrah_Fawcett,profile,psnr_20_30,4,../data/psnr/profiles/Farrah_Fawcett/profile/psnr_20_30/4.jpg,,,
Farrah_Fawcett,profile,psnr_20_30,2,../data/psnr/profiles/Farrah_Fawcett/profile/psnr_20_30/2.jpg,,,
Farrah_Fawcett,profile,psnr_20_30,3,../data/psnr/profiles/Farrah_Fawcett/profile/psnr_20_30/3.jpg,,,
Farrah_Fawcett,profile,psnr_20_30,1,../data/psnr/profiles/Farrah_Fawcett/profile/psnr_20_30/1.jpg,,,
Farrah_Fawcett,profile,psnr_20_30,0,../data/psnr/profiles/Farrah_Fawcett/profile/psnr_20_30/0.jpg,,,
Farrah_Fawcett,profile,psnr_50_80,4,../data/psnr/profiles/Farrah_Fawcett/profile/psnr_50_80/4.jpg,True,0.02141779615775241,../data/dataset v2/all images/Farrah Fawcett
Farrah_Fawcett,profile,psnr_50_80,2,../data/psnr/profiles/Farrah_Fawcett/profile/psnr_50_80/2.jpg,True,0.010567844044241603,../data/dataset v2/all images/Farrah Fawcett
Farrah_Fawcett,profile,psnr_50_80,3,../data/psnr/profiles/Farrah_Fawcett/profile/psnr_50_80/3.jpg,True,0.02462079429845121,../data/dataset v2/all images/Farrah Fawcett
Farrah_Fawcett,profile,psnr_50_80,1,../data/psnr/profiles/Farrah_Fawcett/profile/psnr_50_80/1.jpg,True,0.01328353348169209,../data/dataset v2/all images/Farrah Fawcett
Farrah_Fawcett,profile,psnr_50_80,0,../data/psnr/profiles/Farrah_Fawcett/profile/psnr_50_80/0.jpg,,,
Farrah_Fawcett,profile,psnr_40_50,4,../data/psnr/profiles/Farrah_Fawcett/profile/psnr_40_50/4.jpg,True,0.10905569479081167,../data/dataset v2/all images/Farrah Fawcett
Farrah_Fawcett,profile,psnr_40_50,2,../data/psnr/profiles/Farrah_Fawcett/profile/psnr_40_50/2.jpg,True,0.11440522367859962,../data/dataset v2/all images/Farrah Fawcett
Farrah_Fawcett,profile,psnr_40_50,3,../data/psnr/profiles/Farrah_Fawcett/profile/psnr_40_50/3.jpg,True,0.08849837608762334,../data/dataset v2/all images/Farrah Fawcett
Farrah_Fawcett,profile,psnr_40_50,1,../data/psnr/profiles/Farrah_Fawcett/profile/psnr_40_50/1.jpg,True,0.04838863132730242,../data/dataset v2/all images/Farrah Fawcett
Farrah_Fawcett,profile,psnr_40_50,0,../data/psnr/profiles/Farrah_Fawcett/profile/psnr_40_50/0.jpg,,,
James_McAvoy,profile,psnr_30_40,4,../data/psnr/profiles/James_McAvoy/profile/psnr_30_40/4.jpg,,,
James_McAvoy,profile,psnr_30_40,2,../data/psnr/profiles/James_McAvoy/profile/psnr_30_40/2.jpg,False,0.40558961782580616,../data/dataset v2/all images/James McAvoy
James_McAvoy,profile,psnr_30_40,3,../data/psnr/profiles/James_McAvoy/profile/psnr_30_40/3.jpg,True,0.33462063048516155,../data/dataset v2/all images/James McAvoy
James_McAvoy,profile,psnr_30_40,1,../data/psnr/profiles/James_McAvoy/profile/psnr_30_40/1.jpg,False,0.4324305341712251,../data/dataset v2/all images/James McAvoy
James_McAvoy,profile,psnr_30_40,0,../data/psnr/profiles/James_McAvoy/profile/psnr_30_40/0.jpg,True,0.2821175617620384,../data/dataset v2/all images/Jennette McCurdy
James_McAvoy,profile,psnr_20_30,4,../data/psnr/profiles/James_McAvoy/profile/psnr_20_30/4.jpg,False,0.5442782413909342,../data/dataset v2/all images/James McAvoy
James_McAvoy,profile,psnr_20_30,2,../data/psnr/profiles/James_McAvoy/profile/psnr_20_30/2.jpg,False,0.37451090451110924,../data/dataset v2/all images/James McAvoy
James_McAvoy,profile,psnr_20_30,3,../data/psnr/profiles/James_McAvoy/profile/psnr_20_30/3.jpg,True,0.3088308674485696,../data/dataset v2/all images/James McAvoy
James_McAvoy,profile,psnr_20_30,1,../data/psnr/profiles/James_McAvoy/profile/psnr_20_30/1.jpg,False,0.4146290597442328,../data/dataset v2/all images/James McAvoy
James_McAvoy,profile,psnr_20_30,0,../data/psnr/profiles/James_McAvoy/profile/psnr_20_30/0.jpg,False,0.590860049565837,../data/dataset v2/all images/James McAvoy
James_McAvoy,profile,psnr_50_80,4,../data/psnr/profiles/James_McAvoy/profile/psnr_50_80/4.jpg,True,0.019563705916669116,../data/dataset v2/all images/James McAvoy
James_McAvoy,profile,psnr_50_80,2,../data/psnr/profiles/James_McAvoy/profile/psnr_50_80/2.jpg,True,0.0018914345580853809,../data/dataset v2/all images/James McAvoy
James_McAvoy,profile,psnr_50_80,3,../data/psnr/profiles/James_McAvoy/profile/psnr_50_80/3.jpg,True,0.0028368375405999346,../data/dataset v2/all images/James McAvoy
